,file_name,bbox_x1,bbox_y1,bbox_x2,bbox_y2,class_index,class_name,file_path
4074,04075.jpg,62,249,796,663,23,Audi S4 Sedan 2012,data\stanford_cars\train\Audi S4 Sedan 2012\04075.jpg
4075,04076.jpg,41,52,757,490,195,Volvo XC90 SUV 2007,data\stanford_cars\train\Volvo XC90 SUV 2007\04076.jpg
4076,04077.jpg,32,36,261,154,128,Honda Accord Coupe 2012,data\stanford_cars\train\Honda Accord Coupe 2012\04077.jpg
4077,04078.jpg,456,773,2795,1988,191,Volkswagen Golf Hatchback 1991,data\stanford_cars\train\Volkswagen Golf Hatchback 1991\04078.jpg
4078,04079.jpg,37,7,300,195,83,Dodge Caliber Wagon 2012,data\stanford_cars\train\Dodge Caliber Wagon 2012\04079.jpg
4079,04080.jpg,17,30,463,316,73,Chevrolet Malibu Sedan 2007,data\stanford_cars\train\Chevrolet Malibu Sedan 2007\04080.jpg
4080,04081.jpg,45,53,602,399,144,Jaguar XK XKR 2012,data\stanford_cars\train\Jaguar XK XKR 2012\04081.jpg
4081,04082.jpg,9,29,416,255,179,Spyker C8 Convertible 2009,data\stanford_cars\train\Spyker C8 Convertible 2009\04082.jpg
4082,04083.jpg,90,115,416,387,113,Ford F-150 Regular Cab 2012,data\stanford_cars\train\Ford F-150 Regular Cab 2012\04083.jpg
4083,04084.jpg,9,101,512,307,177,Rolls-Royce Phantom Sedan 2012,data\stanford_cars\train\Rolls-Royce Phantom Sedan 2012\04084.jpg
4084,04085.jpg,103,361,1075,719,7,Acura ZDX Hatchback 2012,data\stanford_cars\train\Acura ZDX Hatchback 2012\04085.jpg
4085,04086.jpg,106,241,1155,732,27,BMW 1 Series Convertible 2012,data\stanford_cars\train\BMW 1 Series Convertible 2012\04086.jpg
4086,04087.jpg,48,65,621,443,118,GMC Terrain SUV 2012,data\stanford_cars\train\GMC Terrain SUV 2012\04087.jpg
4087,04088.jpg,40,66,399,279,54,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,data\stanford_cars\train\Chevrolet Silverado 1500 Hybrid Crew Cab 2012\04088.jpg
4088,04089.jpg,492,248,916,538,26,BMW ActiveHybrid 5 Sedan 2012,data\stanford_cars\train\BMW ActiveHybrid 5 Sedan 2012\04089.jpg
4089,04090.jpg,136,247,1876,1045,182,Suzuki Kizashi Sedan 2012,data\stanford_cars\train\Suzuki Kizashi Sedan 2012\04090.jpg
4090,04091.jpg,18,95,290,205,48,Buick Rainier SUV 2007,data\stanford_cars\train\Buick Rainier SUV 2007\04091.jpg
4091,04092.jpg,137,103,909,667,97,Dodge Charger SRT-8 2009,data\stanford_cars\train\Dodge Charger SRT-8 2009\04092.jpg
4092,04093.jpg,113,169,1431,993,147,Jeep Liberty SUV 2012,data\stanford_cars\train\Jeep Liberty SUV 2012\04093.jpg
4093,04094.jpg,75,272,1150,846,186,Toyota Sequoia SUV 2012,data\stanford_cars\train\Toyota Sequoia SUV 2012\04094.jpg
4094,04095.jpg,2,26,264,187,108,Ford Freestar Minivan 2007,data\stanford_cars\train\Ford Freestar Minivan 2007\04095.jpg
4095,04096.jpg,98,89,509,347,136,Hyundai Accent Sedan 2012,data\stanford_cars\train\Hyundai Accent Sedan 2012\04096.jpg
4096,04097.jpg,161,206,553,377,63,Chevrolet Sonic Sedan 2012,data\stanford_cars\train\Chevrolet Sonic Sedan 2012\04097.jpg
4097,04098.jpg,21,31,416,228,180,Spyker C8 Coupe 2009,data\stanford_cars\train\Spyker C8 Coupe 2009\04098.jpg
4098,04099.jpg,1,31,149,148,157,MINI Cooper Roadster Convertible 2012,data\stanford_cars\train\MINI Cooper Roadster Convertible 2012\04099.jpg
4099,04100.jpg,51,8,256,187,111,Ford Ranger SuperCab 2011,data\stanford_cars\train\Ford Ranger SuperCab 2011\04100.jpg
4100,04101.jpg,53,222,973,719,150,Lamborghini Reventon Coupe 2008,data\stanford_cars\train\Lamborghini Reventon Coupe 2008\04101.jpg
4101,04102.jpg,114,149,938,633,94,Dodge Durango SUV 2012,data\stanford_cars\train\Dodge Durango SUV 2012\04102.jpg
4102,04103.jpg,160,79,699,457,82,Daewoo Nubira Wagon 2002,data\stanford_cars\train\Daewoo Nubira Wagon 2002\04103.jpg
4103,04104.jpg,48,74,2608,1640,70,Chevrolet Silverado 1500 Classic Extended Cab 2007,data\stanford_cars\train\Chevrolet Silverado 1500 Classic Extended Cab 2007\04104.jpg
4104,04105.jpg,20,254,997,642,152,Lamborghini Gallardo LP 570-4 Superleggera 2012,data\stanford_cars\train\Lamborghini Gallardo LP 570-4 Superleggera 2012\04105.jpg
4105,04106.jpg,183,6,694,291,145,Jeep Patriot SUV 2012,data\stanford_cars\train\Jeep Patriot SUV 2012\04106.jpg
4106,04107.jpg,26,83,450,332,148,Jeep Grand Cherokee SUV 2012,data\stanford_cars\train\Jeep Grand Cherokee SUV 2012\04107.jpg
4107,04108.jpg,16,37,289,165,155,Land Rover LR2 SUV 2012,data\stanford_cars\train\Land Rover LR2 SUV 2012\04108.jpg
4108,04109.jpg,21,40,445,295,44,Bentley Continental Flying Spur Sedan 2007,data\stanford_cars\train\Bentley Continental Flying Spur Sedan 2007\04109.jpg
4109,04110.jpg,71,33,618,411,101,Ferrari FF Coupe 2012,data\stanford_cars\train\Ferrari FF Coupe 2012\04110.jpg
4110,04111.jpg,27,8,1998,1443,64,Chevrolet Express Cargo Van 2007,data\stanford_cars\train\Chevrolet Express Cargo Van 2007\04111.jpg
4111,04112.jpg,8,29,258,165,129,Honda Accord Sedan 2012,data\stanford_cars\train\Honda Accord Sedan 2012\04112.jpg
4112,04113.jpg,13,18,250,175,60,Chevrolet HHR SS 2010,data\stanford_cars\train\Chevrolet HHR SS 2010\04113.jpg
4113,04114.jpg,137,974,1317,1781,133,Hyundai Veracruz SUV 2012,data\stanford_cars\train\Hyundai Veracruz SUV 2012\04114.jpg
4114,04115.jpg,46,19,593,410,147,Jeep Liberty SUV 2012,data\stanford_cars\train\Jeep Liberty SUV 2012\04115.jpg
4115,04116.jpg,66,68,1552,981,77,Chrysler Sebring Convertible 2010,data\stanford_cars\train\Chrysler Sebring Convertible 2010\04116.jpg
4116,04117.jpg,2,21,356,264,52,Cadillac SRX SUV 2012,data\stanford_cars\train\Cadillac SRX SUV 2012\04117.jpg
4117,04118.jpg,19,77,413,242,83,Dodge Caliber Wagon 2012,data\stanford_cars\train\Dodge Caliber Wagon 2012\04118.jpg
4118,04119.jpg,183,120,776,375,182,Suzuki Kizashi Sedan 2012,data\stanford_cars\train\Suzuki Kizashi Sedan 2012\04119.jpg
4119,04120.jpg,132,87,547,304,46,Bugatti Veyron 16.4 Coupe 2009,data\stanford_cars\train\Bugatti Veyron 16.4 Coupe 2009\04120.jpg
4120,04121.jpg,109,132,468,247,8,Aston Martin V8 Vantage Convertible 2012,data\stanford_cars\train\Aston Martin V8 Vantage Convertible 2012\04121.jpg
4121,04122.jpg,17,27,258,194,116,Ford E-Series Wagon Van 2012,data\stanford_cars\train\Ford E-Series Wagon Van 2012\04122.jpg
4122,04123.jpg,62,24,343,228,115,Ford Focus Sedan 2007,data\stanford_cars\train\Ford Focus Sedan 2007\04123.jpg
4123,04124.jpg,8,70,473,299,67,Chevrolet Malibu Hybrid Sedan 2010,data\stanford_cars\train\Chevrolet Malibu Hybrid Sedan 2010\04124.jpg
4124,04125.jpg,12,52,579,377,159,Mazda Tribute SUV 2011,data\stanford_cars\train\Mazda Tribute SUV 2011\04125.jpg
4125,04126.jpg,110,101,519,323,42,Bentley Continental GT Coupe 2012,data\stanford_cars\train\Bentley Continental GT Coupe 2012\04126.jpg
4126,04127.jpg,1,24,297,190,83,Dodge Caliber Wagon 2012,data\stanford_cars\train\Dodge Caliber Wagon 2012\04127.jpg
4127,04128.jpg,71,65,579,396,192,Volkswagen Beetle Hatchback 2012,data\stanford_cars\train\Volkswagen Beetle Hatchback 2012\04128.jpg
4128,04129.jpg,22,123,591,373,29,BMW 3 Series Sedan 2012,data\stanford_cars\train\BMW 3 Series Sedan 2012\04129.jpg
4129,04130.jpg,118,75,286,202,158,Maybach Landaulet Convertible 2012,data\stanford_cars\train\Maybach Landaulet Convertible 2012\04130.jpg
4130,04131.jpg,37,41,345,173,130,Hyundai Veloster Hatchback 2012,data\stanford_cars\train\Hyundai Veloster Hatchback 2012\04131.jpg
4131,04132.jpg,72,148,555,316,135,Hyundai Elantra Sedan 2007,data\stanford_cars\train\Hyundai Elantra Sedan 2007\04132.jpg
4132,04133.jpg,20,54,244,154,128,Honda Accord Coupe 2012,data\stanford_cars\train\Honda Accord Coupe 2012\04133.jpg
4133,04134.jpg,43,107,683,392,147,Jeep Liberty SUV 2012,data\stanford_cars\train\Jeep Liberty SUV 2012\04134.jpg
4134,04135.jpg,55,130,989,713,167,Mitsubishi Lancer Sedan 2012,data\stanford_cars\train\Mitsubishi Lancer Sedan 2012\04135.jpg
4135,04136.jpg,164,394,1954,1053,164,Mercedes-Benz E-Class Sedan 2012,data\stanford_cars\train\Mercedes-Benz E-Class Sedan 2012\04136.jpg
4136,04137.jpg,199,482,3385,2465,58,Chevrolet Traverse SUV 2012,data\stanford_cars\train\Chevrolet Traverse SUV 2012\04137.jpg
4137,04138.jpg,30,48,222,144,31,BMW 6 Series Convertible 2007,data\stanford_cars\train\BMW 6 Series Convertible 2007\04138.jpg
4138,04139.jpg,21,83,633,374,123,Geo Metro Convertible 1993,data\stanford_cars\train\Geo Metro Convertible 1993\04139.jpg
4139,04140.jpg,61,24,206,144,113,Ford F-150 Regular Cab 2012,data\stanford_cars\train\Ford F-150 Regular Cab 2012\04140.jpg
4140,04141.jpg,5,1,701,350,184,Suzuki SX4 Sedan 2012,data\stanford_cars\train\Suzuki SX4 Sedan 2012\04141.jpg
4141,04142.jpg,18,40,210,171,118,GMC Terrain SUV 2012,data\stanford_cars\train\GMC Terrain SUV 2012\04142.jpg
4142,04143.jpg,8,103,464,254,171,Nissan 240SX Coupe 1998,data\stanford_cars\train\Nissan 240SX Coupe 1998\04143.jpg
4143,04144.jpg,178,163,729,452,110,Ford Edge SUV 2012,data\stanford_cars\train\Ford Edge SUV 2012\04144.jpg
4144,04145.jpg,11,192,555,373,128,Honda Accord Coupe 2012,data\stanford_cars\train\Honda Accord Coupe 2012\04145.jpg
4145,04146.jpg,114,34,577,337,182,Suzuki Kizashi Sedan 2012,data\stanford_cars\train\Suzuki Kizashi Sedan 2012\04146.jpg
4146,04147.jpg,31,158,602,373,122,GMC Canyon Extended Cab 2012,data\stanford_cars\train\GMC Canyon Extended Cab 2012\04147.jpg
4147,04148.jpg,16,25,271,187,131,Hyundai Santa Fe SUV 2012,data\stanford_cars\train\Hyundai Santa Fe SUV 2012\04148.jpg
4148,04149.jpg,19,82,560,337,33,BMW X6 SUV 2012,data\stanford_cars\train\BMW X6 SUV 2012\04149.jpg
4149,04150.jpg,28,27,300,181,78,Chrysler Town and Country Minivan 2012,data\stanford_cars\train\Chrysler Town and Country Minivan 2012\04150.jpg
4150,04151.jpg,47,145,608,366,181,Suzuki Aerio Sedan 2007,data\stanford_cars\train\Suzuki Aerio Sedan 2007\04151.jpg
4151,04152.jpg,28,58,226,150,27,BMW 1 Series Convertible 2012,data\stanford_cars\train\BMW 1 Series Convertible 2012\04152.jpg
4152,04153.jpg,23,9,641,352,183,Suzuki SX4 Hatchback 2012,data\stanford_cars\train\Suzuki SX4 Hatchback 2012\04153.jpg
4153,04154.jpg,14,110,619,432,53,Cadillac Escalade EXT Crew Cab 2007,data\stanford_cars\train\Cadillac Escalade EXT Crew Cab 2007\04154.jpg
4154,04155.jpg,85,106,356,292,15,Audi R8 Coupe 2012,data\stanford_cars\train\Audi R8 Coupe 2012\04155.jpg
4155,04156.jpg,11,21,733,529,184,Suzuki SX4 Sedan 2012,data\stanford_cars\train\Suzuki SX4 Sedan 2012\04156.jpg
4156,04157.jpg,10,20,256,171,90,Dodge Dakota Crew Cab 2010,data\stanford_cars\train\Dodge Dakota Crew Cab 2010\04157.jpg
4157,04158.jpg,15,49,552,422,135,Hyundai Elantra Sedan 2007,data\stanford_cars\train\Hyundai Elantra Sedan 2007\04158.jpg
4158,04159.jpg,21,63,577,324,150,Lamborghini Reventon Coupe 2008,data\stanford_cars\train\Lamborghini Reventon Coupe 2008\04159.jpg
4159,04160.jpg,24,57,372,275,178,Scion xD Hatchback 2012,data\stanford_cars\train\Scion xD Hatchback 2012\04160.jpg
4160,04161.jpg,127,166,947,559,89,Dodge Journey SUV 2012,data\stanford_cars\train\Dodge Journey SUV 2012\04161.jpg
4161,04162.jpg,4,25,257,165,95,Dodge Durango SUV 2007,data\stanford_cars\train\Dodge Durango SUV 2007\04162.jpg
4162,04163.jpg,23,31,238,140,70,Chevrolet Silverado 1500 Classic Extended Cab 2007,data\stanford_cars\train\Chevrolet Silverado 1500 Classic Extended Cab 2007\04163.jpg
4163,04164.jpg,28,182,467,340,113,Ford F-150 Regular Cab 2012,data\stanford_cars\train\Ford F-150 Regular Cab 2012\04164.jpg
4164,04165.jpg,107,70,550,318,130,Hyundai Veloster Hatchback 2012,data\stanford_cars\train\Hyundai Veloster Hatchback 2012\04165.jpg
4165,04166.jpg,80,134,708,456,11,Aston Martin Virage Coupe 2012,data\stanford_cars\train\Aston Martin Virage Coupe 2012\04166.jpg
4166,04167.jpg,19,175,1582,1081,81,Chrysler PT Cruiser Convertible 2008,data\stanford_cars\train\Chrysler PT Cruiser Convertible 2008\04167.jpg
4167,04168.jpg,44,148,537,369,159,Mazda Tribute SUV 2011,data\stanford_cars\train\Mazda Tribute SUV 2011\04168.jpg
4168,04169.jpg,10,41,289,174,128,Honda Accord Coupe 2012,data\stanford_cars\train\Honda Accord Coupe 2012\04169.jpg
4169,04170.jpg,29,181,582,398,85,Dodge Caravan Minivan 1997,data\stanford_cars\train\Dodge Caravan Minivan 1997\04170.jpg
4170,04171.jpg,116,159,788,530,32,BMW X5 SUV 2007,data\stanford_cars\train\BMW X5 SUV 2007\04171.jpg
4171,04172.jpg,145,97,880,638,164,Mercedes-Benz E-Class Sedan 2012,data\stanford_cars\train\Mercedes-Benz E-Class Sedan 2012\04172.jpg
4172,04173.jpg,161,54,1061,642,173,Porsche Panamera Sedan 2012,data\stanford_cars\train\Porsche Panamera Sedan 2012\04173.jpg
4173,04174.jpg,34,52,226,157,175,Rolls-Royce Phantom Drophead Coupe Convertible 2012,data\stanford_cars\train\Rolls-Royce Phantom Drophead Coupe Convertible 2012\04174.jpg
4174,04175.jpg,36,47,611,463,76,Chrysler Aspen SUV 2009,data\stanford_cars\train\Chrysler Aspen SUV 2009\04175.jpg
4175,04176.jpg,218,500,1375,1061,18,Audi 100 Wagon 1994,data\stanford_cars\train\Audi 100 Wagon 1994\04176.jpg
4176,04177.jpg,42,150,415,348,161,Mercedes-Benz 300-Class Convertible 1993,data\stanford_cars\train\Mercedes-Benz 300-Class Convertible 1993\04177.jpg
4177,04178.jpg,89,120,562,316,182,Suzuki Kizashi Sedan 2012,data\stanford_cars\train\Suzuki Kizashi Sedan 2012\04178.jpg
4178,04179.jpg,78,99,573,404,108,Ford Freestar Minivan 2007,data\stanford_cars\train\Ford Freestar Minivan 2007\04179.jpg
4179,04180.jpg,96,151,599,449,65,Chevrolet Avalanche Crew Cab 2012,data\stanford_cars\train\Chevrolet Avalanche Crew Cab 2012\04180.jpg
4180,04181.jpg,110,108,536,265,177,Rolls-Royce Phantom Sedan 2012,data\stanford_cars\train\Rolls-Royce Phantom Sedan 2012\04181.jpg
4181,04182.jpg,72,267,2602,1813,58,Chevrolet Traverse SUV 2012,data\stanford_cars\train\Chevrolet Traverse SUV 2012\04182.jpg
4182,04183.jpg,16,109,981,694,170,Nissan Juke Hatchback 2012,data\stanford_cars\train\Nissan Juke Hatchback 2012\04183.jpg
4183,04184.jpg,1,1,240,99,125,HUMMER H2 SUT Crew Cab 2009,data\stanford_cars\train\HUMMER H2 SUT Crew Cab 2009\04184.jpg
4184,04185.jpg,41,84,583,414,178,Scion xD Hatchback 2012,data\stanford_cars\train\Scion xD Hatchback 2012\04185.jpg
4185,04186.jpg,37,216,746,502,8,Aston Martin V8 Vantage Convertible 2012,data\stanford_cars\train\Aston Martin V8 Vantage Convertible 2012\04186.jpg
4186,04187.jpg,99,120,588,415,74,Chevrolet Silverado 1500 Extended Cab 2012,data\stanford_cars\train\Chevrolet Silverado 1500 Extended Cab 2012\04187.jpg
4187,04188.jpg,34,112,961,686,121,GMC Acadia SUV 2012,data\stanford_cars\train\GMC Acadia SUV 2012\04188.jpg
4188,04189.jpg,95,179,595,362,64,Chevrolet Express Cargo Van 2007,data\stanford_cars\train\Chevrolet Express Cargo Van 2007\04189.jpg
4189,04190.jpg,16,102,621,423,10,Aston Martin Virage Convertible 2012,data\stanford_cars\train\Aston Martin Virage Convertible 2012\04190.jpg
4190,04191.jpg,43,104,550,299,16,Audi V8 Sedan 1994,data\stanford_cars\train\Audi V8 Sedan 1994\04191.jpg
4191,04192.jpg,173,62,546,349,102,Ferrari California Convertible 2012,data\stanford_cars\train\Ferrari California Convertible 2012\04192.jpg
4192,04193.jpg,91,53,579,325,149,Jeep Compass SUV 2012,data\stanford_cars\train\Jeep Compass SUV 2012\04193.jpg
4193,04194.jpg,16,25,638,466,78,Chrysler Town and Country Minivan 2012,data\stanford_cars\train\Chrysler Town and Country Minivan 2012\04194.jpg
4194,04195.jpg,27,154,605,355,20,Audi S6 Sedan 2011,data\stanford_cars\train\Audi S6 Sedan 2011\04195.jpg
4195,04196.jpg,117,323,972,794,164,Mercedes-Benz E-Class Sedan 2012,data\stanford_cars\train\Mercedes-Benz E-Class Sedan 2012\04196.jpg
4196,04197.jpg,34,46,563,374,8,Aston Martin V8 Vantage Convertible 2012,data\stanford_cars\train\Aston Martin V8 Vantage Convertible 2012\04197.jpg
4197,04198.jpg,209,290,875,590,130,Hyundai Veloster Hatchback 2012,data\stanford_cars\train\Hyundai Veloster Hatchback 2012\04198.jpg
4198,04199.jpg,8,15,256,178,109,Ford Expedition EL SUV 2009,data\stanford_cars\train\Ford Expedition EL SUV 2009\04199.jpg
4199,04200.jpg,16,62,243,161,118,GMC Terrain SUV 2012,data\stanford_cars\train\GMC Terrain SUV 2012\04200.jpg
4200,04201.jpg,153,67,561,435,61,Chevrolet Impala Sedan 2007,data\stanford_cars\train\Chevrolet Impala Sedan 2007\04201.jpg
4201,04202.jpg,56,117,474,266,141,Infiniti G Coupe IPL 2012,data\stanford_cars\train\Infiniti G Coupe IPL 2012\04202.jpg
4202,04203.jpg,3,79,239,179,143,Isuzu Ascender SUV 2008,data\stanford_cars\train\Isuzu Ascender SUV 2008\04203.jpg
4203,04204.jpg,27,73,635,425,80,Chrysler Crossfire Convertible 2008,data\stanford_cars\train\Chrysler Crossfire Convertible 2008\04204.jpg
4204,04205.jpg,4,2,265,182,31,BMW 6 Series Convertible 2007,data\stanford_cars\train\BMW 6 Series Convertible 2007\04205.jpg
4205,04206.jpg,21,172,666,519,172,Plymouth Neon Coupe 1999,data\stanford_cars\train\Plymouth Neon Coupe 1999\04206.jpg
4206,04207.jpg,17,13,313,226,106,Ford F-450 Super Duty Crew Cab 2012,data\stanford_cars\train\Ford F-450 Super Duty Crew Cab 2012\04207.jpg
4207,04208.jpg,81,1,447,275,65,Chevrolet Avalanche Crew Cab 2012,data\stanford_cars\train\Chevrolet Avalanche Crew Cab 2012\04208.jpg
4208,04209.jpg,107,562,1913,1203,96,Dodge Charger Sedan 2012,data\stanford_cars\train\Dodge Charger Sedan 2012\04209.jpg
4209,04210.jpg,56,114,338,323,180,Spyker C8 Coupe 2009,data\stanford_cars\train\Spyker C8 Coupe 2009\04210.jpg
4210,04211.jpg,80,141,988,640,96,Dodge Charger Sedan 2012,data\stanford_cars\train\Dodge Charger Sedan 2012\04211.jpg
4211,04212.jpg,1,7,270,183,65,Chevrolet Avalanche Crew Cab 2012,data\stanford_cars\train\Chevrolet Avalanche Crew Cab 2012\04212.jpg
4212,04213.jpg,8,45,298,145,119,GMC Savana Van 2012,data\stanford_cars\train\GMC Savana Van 2012\04213.jpg
4213,04214.jpg,23,63,227,165,119,GMC Savana Van 2012,data\stanford_cars\train\GMC Savana Van 2012\04214.jpg
4214,04215.jpg,36,141,558,363,194,Volvo 240 Sedan 1993,data\stanford_cars\train\Volvo 240 Sedan 1993\04215.jpg
4215,04216.jpg,30,81,274,163,8,Aston Martin V8 Vantage Convertible 2012,data\stanford_cars\train\Aston Martin V8 Vantage Convertible 2012\04216.jpg
4216,04217.jpg,209,167,777,380,144,Jaguar XK XKR 2012,data\stanford_cars\train\Jaguar XK XKR 2012\04217.jpg
4217,04218.jpg,43,117,561,278,59,Chevrolet Camaro Convertible 2012,data\stanford_cars\train\Chevrolet Camaro Convertible 2012\04218.jpg
4218,04219.jpg,34,108,595,410,166,Mercedes-Benz Sprinter Van 2012,data\stanford_cars\train\Mercedes-Benz Sprinter Van 2012\04219.jpg
4219,04220.jpg,111,31,554,305,146,Jeep Wrangler SUV 2012,data\stanford_cars\train\Jeep Wrangler SUV 2012\04220.jpg
4220,04221.jpg,17,30,247,185,73,Chevrolet Malibu Sedan 2007,data\stanford_cars\train\Chevrolet Malibu Sedan 2007\04221.jpg
4221,04222.jpg,17,67,307,236,121,GMC Acadia SUV 2012,data\stanford_cars\train\GMC Acadia SUV 2012\04222.jpg
4222,04223.jpg,18,33,437,287,124,HUMMER H3T Crew Cab 2010,data\stanford_cars\train\HUMMER H3T Crew Cab 2010\04223.jpg
4223,04224.jpg,17,152,476,367,6,Acura Integra Type R 2001,data\stanford_cars\train\Acura Integra Type R 2001\04224.jpg
4224,04225.jpg,8,139,605,431,88,Dodge Sprinter Cargo Van 2009,data\stanford_cars\train\Dodge Sprinter Cargo Van 2009\04225.jpg
4225,04226.jpg,51,77,2462,1622,145,Jeep Patriot SUV 2012,data\stanford_cars\train\Jeep Patriot SUV 2012\04226.jpg
4226,04227.jpg,34,38,276,182,77,Chrysler Sebring Convertible 2010,data\stanford_cars\train\Chrysler Sebring Convertible 2010\04227.jpg
4227,04228.jpg,11,47,270,155,181,Suzuki Aerio Sedan 2007,data\stanford_cars\train\Suzuki Aerio Sedan 2007\04228.jpg
4228,04229.jpg,124,75,1069,673,168,Nissan Leaf Hatchback 2012,data\stanford_cars\train\Nissan Leaf Hatchback 2012\04229.jpg
4229,04230.jpg,2,33,778,333,107,Ford Mustang Convertible 2007,data\stanford_cars\train\Ford Mustang Convertible 2007\04230.jpg
4230,04231.jpg,14,28,605,489,179,Spyker C8 Convertible 2009,data\stanford_cars\train\Spyker C8 Convertible 2009\04231.jpg
4231,04232.jpg,105,99,579,354,102,Ferrari California Convertible 2012,data\stanford_cars\train\Ferrari California Convertible 2012\04232.jpg
4232,04233.jpg,96,66,453,392,116,Ford E-Series Wagon Van 2012,data\stanford_cars\train\Ford E-Series Wagon Van 2012\04233.jpg
4233,04234.jpg,1,103,456,266,74,Chevrolet Silverado 1500 Extended Cab 2012,data\stanford_cars\train\Chevrolet Silverado 1500 Extended Cab 2012\04234.jpg
4234,04235.jpg,23,65,637,307,116,Ford E-Series Wagon Van 2012,data\stanford_cars\train\Ford E-Series Wagon Van 2012\04235.jpg
4235,04236.jpg,29,160,668,353,107,Ford Mustang Convertible 2007,data\stanford_cars\train\Ford Mustang Convertible 2007\04236.jpg
4236,04237.jpg,143,99,1966,1497,20,Audi S6 Sedan 2011,data\stanford_cars\train\Audi S6 Sedan 2011\04237.jpg
4237,04238.jpg,48,100,446,289,81,Chrysler PT Cruiser Convertible 2008,data\stanford_cars\train\Chrysler PT Cruiser Convertible 2008\04238.jpg
4238,04239.jpg,84,38,585,429,118,GMC Terrain SUV 2012,data\stanford_cars\train\GMC Terrain SUV 2012\04239.jpg
4239,04240.jpg,18,177,778,522,191,Volkswagen Golf Hatchback 1991,data\stanford_cars\train\Volkswagen Golf Hatchback 1991\04240.jpg
4240,04241.jpg,58,140,1209,670,15,Audi R8 Coupe 2012,data\stanford_cars\train\Audi R8 Coupe 2012\04241.jpg
4241,04242.jpg,349,88,2212,1429,147,Jeep Liberty SUV 2012,data\stanford_cars\train\Jeep Liberty SUV 2012\04242.jpg
4242,04243.jpg,66,128,617,379,43,Bentley Continental GT Coupe 2007,data\stanford_cars\train\Bentley Continental GT Coupe 2007\04243.jpg
4243,04244.jpg,139,172,690,431,2,Acura RL Sedan 2012,data\stanford_cars\train\Acura RL Sedan 2012\04244.jpg
4244,04245.jpg,23,89,617,479,87,Dodge Ram Pickup 3500 Quad Cab 2009,data\stanford_cars\train\Dodge Ram Pickup 3500 Quad Cab 2009\04245.jpg
4245,04246.jpg,66,141,739,427,66,Chevrolet Cobalt SS 2010,data\stanford_cars\train\Chevrolet Cobalt SS 2010\04246.jpg
4246,04247.jpg,45,40,644,283,8,Aston Martin V8 Vantage Convertible 2012,data\stanford_cars\train\Aston Martin V8 Vantage Convertible 2012\04247.jpg
4247,04248.jpg,18,1,442,225,124,HUMMER H3T Crew Cab 2010,data\stanford_cars\train\HUMMER H3T Crew Cab 2010\04248.jpg
4248,04249.jpg,22,5,304,159,68,Chevrolet TrailBlazer SS 2009,data\stanford_cars\train\Chevrolet TrailBlazer SS 2009\04249.jpg
4249,04250.jpg,28,84,453,282,45,Bugatti Veyron 16.4 Convertible 2009,data\stanford_cars\train\Bugatti Veyron 16.4 Convertible 2009\04250.jpg
4250,04251.jpg,95,161,558,420,139,Hyundai Elantra Touring Hatchback 2012,data\stanford_cars\train\Hyundai Elantra Touring Hatchback 2012\04251.jpg
4251,04252.jpg,62,145,450,422,7,Acura ZDX Hatchback 2012,data\stanford_cars\train\Acura ZDX Hatchback 2012\04252.jpg
4252,04253.jpg,53,136,557,350,171,Nissan 240SX Coupe 1998,data\stanford_cars\train\Nissan 240SX Coupe 1998\04253.jpg
4253,04254.jpg,8,63,496,281,159,Mazda Tribute SUV 2011,data\stanford_cars\train\Mazda Tribute SUV 2011\04254.jpg
4254,04255.jpg,169,129,414,278,99,FIAT 500 Abarth 2012,data\stanford_cars\train\FIAT 500 Abarth 2012\04255.jpg
4255,04256.jpg,7,10,385,353,100,FIAT 500 Convertible 2012,data\stanford_cars\train\FIAT 500 Convertible 2012\04256.jpg
4256,04257.jpg,83,185,577,441,132,Hyundai Tucson SUV 2012,data\stanford_cars\train\Hyundai Tucson SUV 2012\04257.jpg
4257,04258.jpg,14,16,609,461,76,Chrysler Aspen SUV 2009,data\stanford_cars\train\Chrysler Aspen SUV 2009\04258.jpg
4258,04259.jpg,61,84,974,548,73,Chevrolet Malibu Sedan 2007,data\stanford_cars\train\Chevrolet Malibu Sedan 2007\04259.jpg
4259,04260.jpg,36,52,372,218,78,Chrysler Town and Country Minivan 2012,data\stanford_cars\train\Chrysler Town and Country Minivan 2012\04260.jpg
4260,04261.jpg,79,131,275,317,100,FIAT 500 Convertible 2012,data\stanford_cars\train\FIAT 500 Convertible 2012\04261.jpg
4261,04262.jpg,25,33,483,243,105,Fisker Karma Sedan 2012,data\stanford_cars\train\Fisker Karma Sedan 2012\04262.jpg
4262,04263.jpg,41,175,614,399,192,Volkswagen Beetle Hatchback 2012,data\stanford_cars\train\Volkswagen Beetle Hatchback 2012\04263.jpg
4263,04264.jpg,44,71,594,416,58,Chevrolet Traverse SUV 2012,data\stanford_cars\train\Chevrolet Traverse SUV 2012\04264.jpg
4264,04265.jpg,11,86,615,416,150,Lamborghini Reventon Coupe 2008,data\stanford_cars\train\Lamborghini Reventon Coupe 2008\04265.jpg
4265,04266.jpg,23,161,619,458,30,BMW 3 Series Wagon 2012,data\stanford_cars\train\BMW 3 Series Wagon 2012\04266.jpg
